1,       0.00000000e+00,       0.00000000e+00,       0.00000000e+00,       0.00000000e+00,       0.00000000e+00,       0.00000000e+00,       0.00000000e+00,       0.00000000e+00
1,      -3.33333330e-04,      -3.33333330e-04,      -3.33333330e-04,      -8.33333358e-02,      -8.33333358e-02,      -8.33333358e-02,       0.00000000e+00,      -8.33333333e-02
1,      -6.66666660e-04,      -6.66666660e-04,      -6.66666660e-04,      -1.66666672e-01,      -1.66666672e-01,      -1.66666672e-01,       0.00000000e+00,      -1.66666667e-01
1,      -1.06666668e-03,      -1.06666668e-03,      -1.06666668e-03,      -2.66666681e-01,      -2.66666681e-01,      -2.66666681e-01,       0.00000000e+00,      -2.66666691e-01
1,      -1.46666670e-03,      -1.46666670e-03,      -1.46666670e-03,      -3.66666675e-01,      -3.66666675e-01,      -3.66666675e-01,       0.00000000e+00,      -3.66666675e-01
1,      -1.86666672e-03,      -1.86666672e-03,      -1.86666672e-03,      -4.66666669e-01,      -4.66666669e-01,      -4.66666669e-01,       0.00000000e+00,      -4.66666659e-01
1,      -2.26666662e-03,      -2.26666662e-03,      -2.26666662e-03,      -5.66666663e-01,      -5.66666663e-01,      -5.66666663e-01,       0.00000000e+00,      -5.66666683e-01
1,      -2.66666664e-03,      -2.66666664e-03,      -2.66666664e-03,      -6.66666687e-01,      -6.66666687e-01,      -6.66666687e-01,       0.00000000e+00,      -6.66666667e-01
1,      -3.06666666e-03,      -3.06666666e-03,      -3.06666666e-03,      -7.66666651e-01,      -7.66666651e-01,      -7.66666651e-01,       0.00000000e+00,      -7.66666651e-01
1,      -3.46666668e-03,      -3.46666668e-03,      -3.46666668e-03,      -8.66666675e-01,      -8.66666675e-01,      -8.66666675e-01,       0.00000000e+00,      -8.66666635e-01
1,      -3.86666670e-03,      -3.86666670e-03,      -3.86666670e-03,      -9.66666639e-01,      -9.66666639e-01,      -9.66666639e-01,       0.00000000e+00,      -9.66666619e-01
1,      -4.26666671e-03,      -4.26666671e-03,      -4.26666671e-03,      -1.06666672e+00,      -1.06666672e+00,      -1.06666672e+00,       0.00000000e+00,      -1.06666676e+00
1,      -4.66666650e-03,      -4.66666650e-03,      -4.66666650e-03,      -1.16666663e+00,      -1.16666663e+00,      -1.16666663e+00,       0.00000000e+00,      -1.16666667e+00
1,      -5.06666675e-03,      -5.06666675e-03,      -5.06666675e-03,      -1.26666665e+00,      -1.26666665e+00,      -1.26666665e+00,       0.00000000e+00,      -1.26666665e+00
1,      -5.46666654e-03,      -5.46666654e-03,      -5.46666654e-03,      -1.36666667e+00,      -1.36666667e+00,      -1.36666667e+00,       0.00000000e+00,      -1.36666663e+00
1,      -5.86666679e-03,      -5.86666679e-03,      -5.86666679e-03,      -1.46666670e+00,      -1.46666670e+00,      -1.46666670e+00,       0.00000000e+00,      -1.46666670e+00
1,      -6.26666658e-03,      -6.26666658e-03,      -6.26666658e-03,      -1.56666672e+00,      -1.56666672e+00,      -1.56666672e+00,       0.00000000e+00,      -1.56666676e+00
1,      -6.66666683e-03,      -6.66666683e-03,      -6.66666683e-03,      -1.66666663e+00,      -1.66666663e+00,      -1.66666663e+00,       0.00000000e+00,      -1.66666667e+00
1,      -7.06666661e-03,      -7.06666661e-03,      -7.06666661e-03,      -1.76666665e+00,      -1.76666665e+00,      -1.76666665e+00,       0.00000000e+00,      -1.76666673e+00
1,      -7.46666687e-03,      -7.46666687e-03,      -7.46666687e-03,      -1.86666667e+00,      -1.86666667e+00,      -1.86666667e+00,       0.00000000e+00,      -1.86666663e+00
1,      -7.86666665e-03,      -7.86666665e-03,      -7.86666665e-03,      -1.96666670e+00,      -1.96666670e+00,      -1.96666670e+00,       0.00000000e+00,      -1.96666670e+00
1,      -8.26666690e-03,      -8.26666690e-03,      -8.26666690e-03,      -2.06666660e+00,      -2.06666660e+00,      -2.06666660e+00,       0.00000000e+00,      -2.06666660e+00
1,      -8.66666622e-03,      -8.66666622e-03,      -8.66666622e-03,      -2.16666675e+00,      -2.16666675e+00,      -2.16666675e+00,       0.00000000e+00,      -2.16666667e+00
1,      -9.06666648e-03,      -9.06666648e-03,      -9.06666648e-03,      -2.26666665e+00,      -2.26666665e+00,      -2.26666665e+00,       0.00000000e+00,      -2.26666673e+00
1,      -9.46666673e-03,      -9.46666673e-03,      -9.46666673e-03,      -2.36666656e+00,      -2.36666656e+00,      -2.36666656e+00,       0.00000000e+00,      -2.36666648e+00
1,      -9.86666698e-03,      -9.86666698e-03,      -9.86666698e-03,      -2.46666670e+00,      -2.46666670e+00,      -2.46666670e+00,       0.00000000e+00,      -2.46666670e+00
1,      -1.02666663e-02,      -1.02666663e-02,      -1.02666663e-02,      -2.56666660e+00,      -2.56666660e+00,      -2.56666660e+00,       0.00000000e+00,      -2.56666660e+00
1,      -1.06666666e-02,      -1.06666666e-02,      -1.06666666e-02,      -2.66666675e+00,      -2.66666675e+00,      -2.66666675e+00,       0.00000000e+00,      -2.66666667e+00
1,      -1.10666668e-02,      -1.10666668e-02,      -1.10666668e-02,      -2.76666665e+00,      -2.76666665e+00,      -2.76666665e+00,       0.00000000e+00,      -2.76666673e+00
1,      -1.14666671e-02,      -1.14666671e-02,      -1.14666671e-02,      -2.86666656e+00,      -2.86666656e+00,      -2.86666656e+00,       0.00000000e+00,      -2.86666648e+00
1,      -1.18666664e-02,      -1.18666664e-02,      -1.18666664e-02,      -2.96666670e+00,      -2.96666670e+00,      -2.96666670e+00,       0.00000000e+00,      -2.96666654e+00
1,      -1.22666666e-02,      -1.22666666e-02,      -1.22666666e-02,      -3.06666660e+00,      -3.06666660e+00,      -3.06666660e+00,       0.00000000e+00,      -3.06666660e+00
1,      -1.26666669e-02,      -1.26666669e-02,      -1.26666669e-02,      -3.16666675e+00,      -3.16666675e+00,      -3.16666675e+00,       0.00000000e+00,      -3.16666667e+00
1,      -1.30666671e-02,      -1.30666671e-02,      -1.30666671e-02,      -3.26666665e+00,      -3.26666665e+00,      -3.26666665e+00,       0.00000000e+00,      -3.26666673e+00
1,      -1.34666665e-02,      -1.34666665e-02,      -1.34666665e-02,      -3.36666656e+00,      -3.36666656e+00,      -3.36666656e+00,       0.00000000e+00,      -3.36666648e+00
1,      -1.38666667e-02,      -1.38666667e-02,      -1.38666667e-02,      -3.46666670e+00,      -3.46666670e+00,      -3.46666670e+00,       0.00000000e+00,      -3.46666654e+00
1,      -1.42666670e-02,      -1.42666670e-02,      -1.42666670e-02,      -3.56666660e+00,      -3.56666660e+00,      -3.56666660e+00,       0.00000000e+00,      -3.56666660e+00
1,      -1.46666663e-02,      -1.46666663e-02,      -1.46666663e-02,      -3.66666675e+00,      -3.66666675e+00,      -3.66666675e+00,       0.00000000e+00,      -3.66666667e+00
1,      -1.50666665e-02,      -1.50666665e-02,      -1.50666665e-02,      -3.76666665e+00,      -3.76666665e+00,      -3.76666665e+00,       0.00000000e+00,      -3.76666673e+00
1,      -1.54666668e-02,      -1.54666668e-02,      -1.54666668e-02,      -3.86666656e+00,      -3.86666656e+00,      -3.86666656e+00,       0.00000000e+00,      -3.86666648e+00
1,      -1.58666670e-02,      -1.58666670e-02,      -1.58666670e-02,      -3.96666670e+00,      -3.96666670e+00,      -3.96666670e+00,       0.00000000e+00,      -3.96666654e+00
1,      -1.62666664e-02,      -1.62666664e-02,      -1.62666664e-02,      -4.06666660e+00,      -4.06666660e+00,      -4.06666660e+00,       0.00000000e+00,      -4.06666660e+00
1,      -1.66666675e-02,      -1.66666675e-02,      -1.66666675e-02,      -4.16666651e+00,      -4.16666651e+00,      -4.16666651e+00,       0.00000000e+00,      -4.16666667e+00
1,      -1.70666669e-02,      -1.70666669e-02,      -1.70666669e-02,      -4.26666689e+00,      -4.26666689e+00,      -4.26666689e+00,       0.00000000e+00,      -4.26666705e+00
1,      -1.74666662e-02,      -1.74666662e-02,      -1.74666662e-02,      -4.36666679e+00,      -4.36666679e+00,      -4.36666679e+00,       0.00000000e+00,      -4.36666679e+00
1,      -1.78666674e-02,      -1.78666674e-02,      -1.78666674e-02,      -4.46666670e+00,      -4.46666670e+00,      -4.46666670e+00,       0.00000000e+00,      -4.46666654e+00
1,      -1.82666667e-02,      -1.82666667e-02,      -1.82666667e-02,      -4.56666660e+00,      -4.56666660e+00,      -4.56666660e+00,       0.00000000e+00,      -4.56666660e+00
1,      -1.86666660e-02,      -1.86666660e-02,      -1.86666660e-02,      -4.66666651e+00,      -4.66666651e+00,      -4.66666651e+00,       0.00000000e+00,      -4.66666667e+00
1,      -1.90666672e-02,      -1.90666672e-02,      -1.90666672e-02,      -4.76666689e+00,      -4.76666689e+00,      -4.76666689e+00,       0.00000000e+00,      -4.76666705e+00
1,      -1.94666665e-02,      -1.94666665e-02,      -1.94666665e-02,      -4.86666679e+00,      -4.86666679e+00,      -4.86666679e+00,       0.00000000e+00,      -4.86666679e+00
1,      -1.98666658e-02,      -1.98666658e-02,      -1.98666658e-02,      -4.96666670e+00,      -4.96666670e+00,      -4.96666670e+00,       0.00000000e+00,      -4.96666654e+00
1,      -1.99999996e-02,      -1.99999996e-02,      -1.99999996e-02,      -5.00000000e+00,      -5.00000000e+00,      -5.00000000e+00,       0.00000000e+00,      -5.00000000e+00
2,      -1.99999996e-02,      -1.99999996e-02,      -1.99999996e-02,      -5.00000000e+00,      -5.00000000e+00,      -5.00000000e+00,       0.00000000e+00,      -5.00000000e+00
2,      -1.95000004e-02,      -1.95000004e-02,      -2.16666665e-02,      -5.00000000e+00,      -5.00000000e+00,      -5.16666651e+00,       1.66666508e-01,      -5.05555534e+00
2,      -1.89999994e-02,      -1.89999994e-02,      -2.33333334e-02,      -5.00000000e+00,      -5.00000000e+00,      -5.33333349e+00,       3.33333492e-01,      -5.11111132e+00
2,      -1.84000004e-02,      -1.84000004e-02,      -2.53333338e-02,      -5.00000000e+00,      -5.00000000e+00,      -5.53333330e+00,       5.33333302e-01,      -5.17777761e+00
2,      -1.77999996e-02,      -1.77999996e-02,      -2.73333341e-02,      -5.00000000e+00,      -5.00000000e+00,      -5.73333311e+00,       7.33333111e-01,      -5.24444453e+00
2,      -1.72000006e-02,      -1.72000006e-02,      -2.93333326e-02,      -5.00000000e+00,      -5.00000000e+00,      -5.93333340e+00,       9.33333397e-01,      -5.31111113e+00
